Date,TeamA,TeamB,ScoreA,ScoreB,Sex,TournamentName,year,Venue,WinningTeam
2022/04/24,Netherlands,Greece,40,11,W,EuropeanChampionshipQ,2022,Netherlands,Netherlands
2021/10/06,France,Czech Republic,38,22,W,EuropeanChampionshipQ,2022,France,France
2021/10/07,Croatia,Ukraine,22,23,W,EuropeanChampionshipQ,2022,Croatia,Ukraine
2021/10/10,Ukraine,France,25,28,W,EuropeanChampionshipQ,2022,Ukraine,France
2021/10/10,Czech Republic,Croatia,24,26,W,EuropeanChampionshipQ,2022,Czech Republic,Croatia
2022/03/03,Croatia,France,19,21,W,EuropeanChampionshipQ,2022,Croatia,France
2022/03/06,France,Croatia,27,19,W,EuropeanChampionshipQ,2022,France,France
2022/04/20,Ukraine,Croatia,19,26,W,EuropeanChampionshipQ,2022,Austria,Croatia
2022/04/20,Czech Republic,France,31,30,W,EuropeanChampionshipQ,2022,Czech Republic,Czech Republic
2022/04/23,France,Ukraine,27,18,W,EuropeanChampionshipQ,2022,France,France
2022/04/24,Croatia,Czech Republic,33,30,W,EuropeanChampionshipQ,2022,Croatia,Croatia
2021/10/06,Hungary,Portugal,34,24,W,EuropeanChampionshipQ,2022,Hungary,Hungary
2021/10/06,Spain,Slovakia,33,28,W,EuropeanChampionshipQ,2022,Spain,Spain
2021/10/10,Portugal,Spain,22,23,W,EuropeanChampionshipQ,2022,Portugal,Spain
2021/10/10,Slovakia,Hungary,28,30,W,EuropeanChampionshipQ,2022,Slovakia,Hungary
2022/03/02,Hungary,Spain,28,30,W,EuropeanChampionshipQ,2022,Hungary,Spain
2022/03/03,Portugal,Slovakia,24,21,W,EuropeanChampionshipQ,2022,Portugal,Portugal
2022/03/05,Spain,Hungary,27,30,W,EuropeanChampionshipQ,2022,Spain,Hungary
2022/03/06,Slovakia,Portugal,21,23,W,EuropeanChampionshipQ,2022,Slovakia,Portugal
2022/04/20,Slovakia,Spain,20,29,W,EuropeanChampionshipQ,2022,Slovakia,Spain
2022/04/21,Portugal,Hungary,18,30,W,EuropeanChampionshipQ,2022,Portugal,Hungary
2022/04/24,Hungary,Slovakia,25,19,W,EuropeanChampionshipQ,2022,Hungary,Hungary
2022/04/24,Spain,Portugal,31,21,W,EuropeanChampionshipQ,2022,Spain,Spain
2021/10/06,Serbia,Turkey,36,27,W,EuropeanChampionshipQ,2022,Serbia,Serbia
2021/10/07,Sweden,Iceland,30,17,W,EuropeanChampionshipQ,2022,Sweden,Sweden
2021/10/10,Turkey,Sweden,23,31,W,EuropeanChampionshipQ,2022,Turkey,Sweden
2021/10/10,Iceland,Serbia,23,21,W,EuropeanChampionshipQ,2022,Iceland,Iceland
2022/03/02,Turkey,Iceland,30,29,W,EuropeanChampionshipQ,2022,Turkey,Turkey
2022/03/03,Serbia,Sweden,24,21,W,EuropeanChampionshipQ,2022,Serbia,Serbia
2022/03/05,Sweden,Serbia,33,25,W,EuropeanChampionshipQ,2022,Sweden,Sweden
2022/03/06,Iceland,Turkey,29,22,W,EuropeanChampionshipQ,2022,Iceland,Iceland
2022/04/20,Turkey,Serbia,30,36,W,EuropeanChampionshipQ,2022,Turkey,Serbia
2022/04/20,Iceland,Sweden,23,29,W,EuropeanChampionshipQ,2022,Iceland,Sweden
2022/04/23,Serbia,Iceland,28,22,W,EuropeanChampionshipQ,2022,Serbia,Serbia
2022/04/23,Sweden,Turkey,33,21,W,EuropeanChampionshipQ,2022,Sweden,Sweden
2021/10/07,Norway,Slovenia,29,17,W,EuropeanChampionshipQ,2022,Norway,Norway
2021/10/07,North Macedonia,Montenegro,21,29,W,EuropeanChampionshipQ,2022,North Macedonia,Montenegro
2021/10/10,Slovenia,Norway,21,26,W,EuropeanChampionshipQ,2022,Slovenia,Norway
2021/10/10,Montenegro,North Macedonia,31,30,W,EuropeanChampionshipQ,2022,Montenegro,Montenegro
2022/03/02,Montenegro,Norway,27,32,W,EuropeanChampionshipQ,2022,Montenegro,Norway
2022/03/03,Slovenia,North Macedonia,29,28,W,EuropeanChampionshipQ,2022,Slovenia,Slovenia
2022/03/05,Norway,Montenegro,40,23,W,EuropeanChampionshipQ,2022,Norway,Norway
2022/03/06,North Macedonia,Slovenia,20,27,W,EuropeanChampionshipQ,2022,North Macedonia,Slovenia
2022/04/21,Slovenia,Montenegro,28,33,W,EuropeanChampionshipQ,2022,Slovenia,Montenegro
2022/04/21,North Macedonia,Norway,18,24,W,EuropeanChampionshipQ,2022,North Macedonia,Norway
2022/04/24,Norway,North Macedonia,32,27,W,EuropeanChampionshipQ,2022,Norway,Norway
2022/04/24,Montenegro,Slovenia,34,30,W,EuropeanChampionshipQ,2022,Montenegro,Montenegro
2023/10/11,Romania,Bosnia and Herzegovina,49,18,W,EuropeanChampionshipQ,2024,Romania,Romania
2023/10/11,Croatia,Greece,32,22,W,EuropeanChampionshipQ,2024,Croatia,Croatia
2023/10/14,Greece,Romania,20,32,W,EuropeanChampionshipQ,2024,Greece,Romania
2023/10/14,Bosnia and Herzegovina,Croatia,17,31,W,EuropeanChampionshipQ,2024,Bosnia and Herzegovina,Croatia
2024/02/28,Romania,Croatia,26,24,W,EuropeanChampionshipQ,2024,Romania,Romania
2024/02/28,Bosnia and Herzegovina,Greece,22,24,W,EuropeanChampionshipQ,2024,Bosnia and Herzegovina,Greece
2024/03/03,Greece,Bosnia and Herzegovina,27,23,W,EuropeanChampionshipQ,2024,Greece,Greece
2024/03/03,Croatia,Romania,23,25,W,EuropeanChampionshipQ,2024,Croatia,Romania
2024/04/03,Greece,Croatia,13,24,W,EuropeanChampionshipQ,2024,Greece,Croatia
2024/04/04,Bosnia and Herzegovina,Romania,16,37,W,EuropeanChampionshipQ,2024,Bosnia and Herzegovina,Romania
2024/04/07,Croatia,Bosnia and Herzegovina,33,19,W,EuropeanChampionshipQ,2024,Croatia,Croatia
2024/04/07,Romania,Greece,31,24,W,EuropeanChampionshipQ,2024,Romania,Romania
2023/10/12,Germany,Ukraine,31,24,W,EuropeanChampionshipQ,2024,Germany,Germany
2023/10/15,Ukraine,Slovakia,25,20,W,EuropeanChampionshipQ,2024,Poland,Ukraine
2024/02/29,Slovakia,Germany,18,40,W,EuropeanChampionshipQ,2024,Slovakia,Germany
2024/02/29,Israel,Ukraine,27,28,W,EuropeanChampionshipQ,2024,Slovakia,Ukraine
2024/03/02,Ukraine,Israel,32,28,W,EuropeanChampionshipQ,2024,Slovakia,Ukraine
2024/03/03,Germany,Slovakia,32,18,W,EuropeanChampionshipQ,2024,Germany,Germany
2024/04/04,Israel,Slovakia,24,35,W,EuropeanChampionshipQ,2024,Germany,Slovakia
2024/04/04,Ukraine,Germany,21,43,W,EuropeanChampionshipQ,2024,Germany,Germany
2024/04/07,Germany,Israel,46,9,W,EuropeanChampionshipQ,2024,Germany,Germany
2024/04/07,Slovakia,Ukraine,25,25,W,EuropeanChampionshipQ,2024,Slovakia,Draw
2023/10/11,Czech Republic,Finland,31,21,W,EuropeanChampionshipQ,2024,Czech Republic,Czech Republic
2023/10/12,Netherlands,Portugal,38,27,W,EuropeanChampionshipQ,2024,Netherlands,Netherlands
2023/10/14,Finland,Netherlands,13,31,W,EuropeanChampionshipQ,2024,Finland,Netherlands
2023/10/15,Portugal,Czech Republic,26,30,W,EuropeanChampionshipQ,2024,Portugal,Czech Republic
2024/02/28,Czech Republic,Netherlands,29,30,W,EuropeanChampionshipQ,2024,Czech Republic,Netherlands
2024/02/29,Finland,Portugal,21,28,W,EuropeanChampionshipQ,2024,Finland,Portugal
2024/03/03,Netherlands,Czech Republic,42,25,W,EuropeanChampionshipQ,2024,Netherlands,Netherlands
2024/03/03,Portugal,Finland,38,22,W,EuropeanChampionshipQ,2024,Portugal,Portugal
2024/04/04,Finland,Czech Republic,23,43,W,EuropeanChampionshipQ,2024,Finland,Czech Republic
2024/04/04,Portugal,Netherlands,25,36,W,EuropeanChampionshipQ,2024,Portugal,Netherlands
2024/04/07,Netherlands,Finland,35,22,W,EuropeanChampionshipQ,2024,Netherlands,Netherlands
2024/04/07,Czech Republic,Portugal,25,22,W,EuropeanChampionshipQ,2024,Czech Republic,Czech Republic
2023/10/11,Slovenia,Latvia,51,13,W,EuropeanChampionshipQ,2024,Slovenia,Slovenia
2023/10/11,France,Italy,50,16,W,EuropeanChampionshipQ,2024,France,France
2023/10/14,Latvia,France,8,55,W,EuropeanChampionshipQ,2024,Latvia,France
2023/10/15,Italy,Slovenia,18,31,W,EuropeanChampionshipQ,2024,Italy,Slovenia
2024/02/29,Slovenia,France,20,35,W,EuropeanChampionshipQ,2024,Slovenia,France
2024/02/29,Latvia,Italy,14,32,W,EuropeanChampionshipQ,2024,Latvia,Italy
2024/03/03,France,Slovenia,41,22,W,EuropeanChampionshipQ,2024,France,France
2024/03/03,Italy,Latvia,43,8,W,EuropeanChampionshipQ,2024,Italy,Italy
2024/04/03,Italy,France,13,36,W,EuropeanChampionshipQ,2024,Italy,France
2024/04/04,Latvia,Slovenia,16,34,W,EuropeanChampionshipQ,2024,Latvia,Slovenia
2024/04/07,France,Latvia,53,9,W,EuropeanChampionshipQ,2024,France,France
2024/04/07,Slovenia,Italy,35,21,W,EuropeanChampionshipQ,2024,Slovenia,Slovenia
2023/10/11,North Macedonia,Azerbaijan,40,17,W,EuropeanChampionshipQ,2024,North Macedonia,North Macedonia
2023/10/11,Spain,Lithuania,47,14,W,EuropeanChampionshipQ,2024,Spain,Spain
2023/10/14,Azerbaijan,Spain,18,38,W,EuropeanChampionshipQ,2024,Azerbaijan,Spain
2023/10/15,Lithuania,North Macedonia,28,31,W,EuropeanChampionshipQ,2024,Lithuania,North Macedonia
2024/02/28,Azerbaijan,Lithuania,35,33,W,EuropeanChampionshipQ,2024,Azerbaijan,Azerbaijan
2024/02/29,North Macedonia,Spain,19,31,W,EuropeanChampionshipQ,2024,North Macedonia,Spain
2024/03/03,Lithuania,Azerbaijan,41,26,W,EuropeanChampionshipQ,2024,Lithuania,Lithuania
2024/03/03,Spain,North Macedonia,24,20,W,EuropeanChampionshipQ,2024,Spain,Spain
2024/04/03,Azerbaijan,North Macedonia,22,37,W,EuropeanChampionshipQ,2024,Azerbaijan,North Macedonia
2024/04/03,Lithuania,Spain,20,34,W,EuropeanChampionshipQ,2024,Lithuania,Spain
2024/04/07,Spain,Azerbaijan,42,16,W,EuropeanChampionshipQ,2024,Spain,Spain
2024/04/07,North Macedonia,Lithuania,34,24,W,EuropeanChampionshipQ,2024,North Macedonia,North Macedonia
2023/10/11,Montenegro,Turkey,39,23,W,EuropeanChampionshipQ,2024,Montenegro,Montenegro
2023/10/11,Serbia,Bulgaria,40,16,W,EuropeanChampionshipQ,2024,Serbia,Serbia
2023/10/15,Bulgaria,Montenegro,20,34,W,EuropeanChampionshipQ,2024,Bulgaria,Montenegro
2023/10/15,Turkey,Serbia,29,29,W,EuropeanChampionshipQ,2024,Turkey,Draw
2024/02/28,Bulgaria,Turkey,24,30,W,EuropeanChampionshipQ,2024,Bulgaria,Turkey
2024/02/29,Serbia,Montenegro,30,31,W,EuropeanChampionshipQ,2024,Serbia,Montenegro
2024/03/03,Turkey,Bulgaria,38,13,W,EuropeanChampionshipQ,2024,Turkey,Turkey
2024/03/03,Montenegro,Serbia,26,25,W,EuropeanChampionshipQ,2024,Montenegro,Montenegro
2024/04/03,Turkey,Montenegro,28,30,W,EuropeanChampionshipQ,2024,Turkey,Montenegro
2024/04/03,Bulgaria,Serbia,17,35,W,EuropeanChampionshipQ,2024,Bulgaria,Serbia
2024/04/07,Montenegro,Bulgaria,35,17,W,EuropeanChampionshipQ,2024,Montenegro,Montenegro
2024/04/07,Serbia,Turkey,30,22,W,EuropeanChampionshipQ,2024,Serbia,Serbia
2023/10/11,Iceland,Luxembourg,32,14,W,EuropeanChampionshipQ,2024,Iceland,Iceland
2023/10/12,Sweden,Faroe Islands,37,20,W,EuropeanChampionshipQ,2024,Sweden,Sweden
2023/10/15,Luxembourg,Sweden,17,39,W,EuropeanChampionshipQ,2024,Luxembourg,Sweden
2023/10/15,Faroe Islands,Iceland,23,28,W,EuropeanChampionshipQ,2024,Faroe Islands,Iceland
2024/02/28,Luxembourg,Faroe Islands,16,34,W,EuropeanChampionshipQ,2024,Luxembourg,Faroe Islands
2024/02/28,Iceland,Sweden,24,37,W,EuropeanChampionshipQ,2024,Iceland,Sweden
2024/03/02,Sweden,Iceland,37,23,W,EuropeanChampionshipQ,2024,Sweden,Sweden
2024/03/03,Faroe Islands,Luxembourg,39,21,W,EuropeanChampionshipQ,2024,Faroe Islands,Faroe Islands
2024/04/03,Luxembourg,Iceland,15,31,W,EuropeanChampionshipQ,2024,Luxembourg,Iceland
2024/04/03,Faroe Islands,Sweden,27,31,W,EuropeanChampionshipQ,2024,Faroe Islands,Sweden
2024/04/07,Sweden,Luxembourg,47,18,W,EuropeanChampionshipQ,2024,Sweden,Sweden
2024/04/07,Iceland,Faroe Islands,24,20,W,EuropeanChampionshipQ,2024,Iceland,Iceland
2023/10/12,Denmark,Kosovo,44,17,W,EuropeanChampionshipQ,2024,Denmark,Denmark
2023/10/14,Kosovo,Denmark,19,40,W,EuropeanChampionshipQ,2024,Kosovo,Denmark
2024/02/28,Poland,Denmark,22,26,W,EuropeanChampionshipQ,2024,Poland,Denmark
2024/03/02,Denmark,Poland,39,31,W,EuropeanChampionshipQ,2024,Denmark,Denmark
2024/04/04,Kosovo,Poland,27,34,W,EuropeanChampionshipQ,2024,Kosovo,Poland
2024/04/07,Poland,Kosovo,28,17,W,EuropeanChampionshipQ,2024,Poland,Poland
2023/10/11,Switzerland,Austria,33,27,W,EuropeanChampionshipQ,2024,Switzerland,Switzerland
2023/10/11,Hungary,Norway,31,38,W,EuropeanChampionshipQ,2024,Hungary,Norway
2023/10/14,Norway,Switzerland,44,29,W,EuropeanChampionshipQ,2024,Norway,Norway
2023/10/15,Austria,Hungary,32,34,W,EuropeanChampionshipQ,2024,Austria,Hungary
2024/02/28,Hungary,Switzerland,38,26,W,EuropeanChampionshipQ,2024,Hungary,Hungary
2024/02/28,Norway,Austria,43,22,W,EuropeanChampionshipQ,2024,Norway,Norway
2024/03/02,Switzerland,Hungary,27,35,W,EuropeanChampionshipQ,2024,Switzerland,Hungary
2024/03/03,Austria,Norway,22,39,W,EuropeanChampionshipQ,2024,Austria,Norway
2024/04/03,Austria,Switzerland,26,29,W,EuropeanChampionshipQ,2024,Austria,Switzerland
2024/04/04,Norway,Hungary,33,18,W,EuropeanChampionshipQ,2024,Norway,Norway
2024/04/06,Switzerland,Norway,22,42,W,EuropeanChampionshipQ,2024,Switzerland,Norway
2024/04/06,Hungary,Austria,36,30,W,EuropeanChampionshipQ,2024,Hungary,Hungary
2000/12/08,Hungary,FR Yugoslavia,33,33,W,EuropeanChampionship,2000,Romania,Draw
2000/12/08,Austria,Germany,20,30,W,EuropeanChampionship,2000,Romania,Germany
2000/12/08,France,Russia,21,22,W,EuropeanChampionship,2000,Romania,Russia
2000/12/09,Germany,Hungary,22,33,W,EuropeanChampionship,2000,Romania,Hungary
2000/12/09,FR Yugoslavia,France,19,26,W,EuropeanChampionship,2000,Romania,France
2000/12/09,Russia,Austria,28,19,W,EuropeanChampionship,2000,Romania,Russia
2000/12/10,France,Germany,25,19,W,EuropeanChampionship,2000,Romania,France
2000/12/10,Austria,Hungary,12,35,W,EuropeanChampionship,2000,Romania,Hungary
2000/12/10,Russia,FR Yugoslavia,27,20,W,EuropeanChampionship,2000,Romania,Russia
2000/12/12,Austria,FR Yugoslavia,24,33,W,EuropeanChampionship,2000,Romania,FR Yugoslavia
2000/12/12,Hungary,France,32,29,W,EuropeanChampionship,2000,Romania,Hungary
2000/12/12,Germany,Russia,18,22,W,EuropeanChampionship,2000,Romania,Russia
2000/12/13,Hungary,Russia,26,19,W,EuropeanChampionship,2000,Romania,Hungary
2000/12/13,FR Yugoslavia,Germany,34,28,W,EuropeanChampionship,2000,Romania,FR Yugoslavia
2000/12/13,France,Austria,26,14,W,EuropeanChampionship,2000,Romania,France
2000/12/08,Romania,Belarus,29,28,W,EuropeanChampionship,2000,Romania,Romania
2000/12/08,Norway,Ukraine,24,24,W,EuropeanChampionship,2000,Romania,Draw
2000/12/08,Denmark,Macedonia,19,20,W,EuropeanChampionship,2000,Romania,Macedonia
2000/12/09,Ukraine,Denmark,29,29,W,EuropeanChampionship,2000,Romania,Draw
2000/12/09,Macedonia,Romania,19,19,W,EuropeanChampionship,2000,Romania,Draw
2000/12/09,Belarus,Norway,26,26,W,EuropeanChampionship,2000,Romania,Draw
2000/12/10,Macedonia,Ukraine,19,27,W,EuropeanChampionship,2000,Romania,Ukraine
2000/12/10,Romania,Norway,26,22,W,EuropeanChampionship,2000,Romania,Romania
2000/12/10,Denmark,Belarus,34,26,W,EuropeanChampionship,2000,Romania,Denmark
2000/12/12,Belarus,Macedonia,27,27,W,EuropeanChampionship,2000,Romania,Draw
2000/12/12,Romania,Ukraine,21,23,W,EuropeanChampionship,2000,Romania,Ukraine
2000/12/12,Norway,Denmark,29,22,W,EuropeanChampionship,2000,Romania,Norway
2000/12/13,Ukraine,Belarus,27,27,W,EuropeanChampionship,2000,Romania,Draw
2000/12/13,Denmark,Romania,26,33,W,EuropeanChampionship,2000,Romania,Romania
2000/12/13,Norway,Macedonia,31,28,W,EuropeanChampionship,2000,Romania,Norway
2000/12/15,Austria,Belarus,22,27,W,EuropeanChampionship,2000,Romania,Belarus
2000/12/15,Germany,Denmark,22,21,W,EuropeanChampionship,2000,Romania,Germany
2000/12/15,FR Yugoslavia,Macedonia,39,38,W,EuropeanChampionship,2000,Romania,FR Yugoslavia
2000/12/15,France,Norway,23,19,W,EuropeanChampionship,2000,Romania,France
2000/12/16,Ukraine,Russia,28,24,W,EuropeanChampionship,2000,Romania,Ukraine
2000/12/16,Hungary,Romania,25,24,W,EuropeanChampionship,2000,Romania,Hungary
2000/12/17,Russia,Romania,21,16,W,EuropeanChampionship,2000,Romania,Russia
2000/12/17,Hungary,Ukraine,32,30,W,EuropeanChampionship,2000,Romania,Hungary
2002/12/06,Romania,Austria,27,21,W,EuropeanChampionship,2002,Denmark,Romania
2002/12/06,FR Yugoslavia,Sweden,31,28,W,EuropeanChampionship,2002,Denmark,FR Yugoslavia
2002/12/07,Sweden,Romania,25,30,W,EuropeanChampionship,2002,Denmark,Romania
2002/12/07,Austria,FR Yugoslavia,23,30,W,EuropeanChampionship,2002,Denmark,FR Yugoslavia
2002/12/08,Romania,FR Yugoslavia,25,32,W,EuropeanChampionship,2002,Denmark,FR Yugoslavia
2002/12/08,Austria,Sweden,33,26,W,EuropeanChampionship,2002,Denmark,Austria
2002/12/06,France,Netherlands,25,24,W,EuropeanChampionship,2002,Denmark,France
2002/12/06,Ukraine,Denmark,23,27,W,EuropeanChampionship,2002,Denmark,Denmark
2002/12/07,Denmark,France,20,17,W,EuropeanChampionship,2002,Denmark,Denmark
2002/12/07,Netherlands,Ukraine,26,28,W,EuropeanChampionship,2002,Denmark,Ukraine
2002/12/08,Ukraine,France,21,24,W,EuropeanChampionship,2002,Denmark,France
2002/12/08,Denmark,Netherlands,27,23,W,EuropeanChampionship,2002,Denmark,Denmark
2002/12/06,Russia,Germany,25,22,W,EuropeanChampionship,2002,Denmark,Russia
2002/12/06,Norway,Spain,25,25,W,EuropeanChampionship,2002,Denmark,Draw
2002/12/07,Germany,Norway,18,26,W,EuropeanChampionship,2002,Denmark,Norway
2002/12/07,Spain,Russia,24,24,W,EuropeanChampionship,2002,Denmark,Draw
2002/12/08,Germany,Spain,31,27,W,EuropeanChampionship,2002,Denmark,Germany
2002/12/08,Russia,Norway,18,24,W,EuropeanChampionship,2002,Denmark,Norway
2002/12/06,Czech Republic,Slovenia,25,20,W,EuropeanChampionship,2002,Denmark,Czech Republic
2002/12/06,Hungary,Belarus,34,23,W,EuropeanChampionship,2002,Denmark,Hungary
2002/12/07,Belarus,Czech Republic,19,25,W,EuropeanChampionship,2002,Denmark,Czech Republic
2002/12/07,Slovenia,Hungary,28,31,W,EuropeanChampionship,2002,Denmark,Hungary
2002/12/08,Belarus,Slovenia,23,27,W,EuropeanChampionship,2002,Denmark,Slovenia
2002/12/08,Hungary,Czech Republic,33,26,W,EuropeanChampionship,2002,Denmark,Hungary
2002/12/10,Austria,Ukraine,32,19,W,EuropeanChampionship,2002,Denmark,Austria
2002/12/10,FR Yugoslavia,France,27,29,W,EuropeanChampionship,2002,Denmark,France
2002/12/10,Romania,Denmark,23,25,W,EuropeanChampionship,2002,Denmark,Denmark
2002/12/11,FR Yugoslavia,Ukraine,39,24,W,EuropeanChampionship,2002,Denmark,FR Yugoslavia
2002/12/11,Romania,France,26,29,W,EuropeanChampionship,2002,Denmark,France
2002/12/11,Austria,Denmark,20,26,W,EuropeanChampionship,2002,Denmark,Denmark
2002/12/12,Romania,Ukraine,19,17,W,EuropeanChampionship,2002,Denmark,Romania
2002/12/12,Austria,France,30,22,W,EuropeanChampionship,2002,Denmark,Austria
2002/12/12,FR Yugoslavia,Denmark,25,28,W,EuropeanChampionship,2002,Denmark,Denmark
2002/12/10,Germany,Slovenia,26,30,W,EuropeanChampionship,2002,Denmark,Slovenia
2002/12/10,Norway,Czech Republic,27,20,W,EuropeanChampionship,2002,Denmark,Norway
2002/12/10,Russia,Hungary,39,29,W,EuropeanChampionship,2002,Denmark,Russia
2002/12/11,Germany,Hungary,25,30,W,EuropeanChampionship,2002,Denmark,Hungary
2002/12/11,Norway,Slovenia,34,24,W,EuropeanChampionship,2002,Denmark,Norway
2002/12/11,Russia,Czech Republic,29,19,W,EuropeanChampionship,2002,Denmark,Russia
2002/12/12,Germany,Czech Republic,20,30,W,EuropeanChampionship,2002,Denmark,Czech Republic
2002/12/12,Russia,Slovenia,27,22,W,EuropeanChampionship,2002,Denmark,Russia
2002/12/12,Norway,Hungary,24,23,W,EuropeanChampionship,2002,Denmark,Norway
2002/12/14,France,Norway,16,21,W,EuropeanChampionship,2002,Denmark,Norway
2002/12/14,Denmark,Russia,22,18,W,EuropeanChampionship,2002,Denmark,Denmark
2002/12/14,Romania,Czech Republic,19,17,W,EuropeanChampionship,2002,Denmark,Romania
2002/12/15,FR Yugoslavia,Hungary,39,43,W,EuropeanChampionship,2002,Denmark,Hungary
2002/12/15,Russia,France,22,27,W,EuropeanChampionship,2002,Denmark,France
2002/12/15,Denmark,Norway,25,22,W,EuropeanChampionship,2002,Denmark,Denmark
2004/12/09,Czech Republic,Spain,18,19,W,EuropeanChampionship,2004,Hungary,Spain
2004/12/09,Norway,Ukraine,27,24,W,EuropeanChampionship,2004,Hungary,Norway
2004/12/11,Ukraine,Czech Republic,25,20,W,EuropeanChampionship,2004,Hungary,Ukraine
2004/12/11,Spain,Norway,25,26,W,EuropeanChampionship,2004,Hungary,Norway
2004/12/12,Ukraine,Spain,28,27,W,EuropeanChampionship,2004,Hungary,Ukraine
2004/12/12,Norway,Czech Republic,30,22,W,EuropeanChampionship,2004,Hungary,Norway
2004/12/09,Russia,Slovenia,30,31,W,EuropeanChampionship,2004,Hungary,Slovenia
2004/12/09,Serbia and Montenegro,Croatia,34,30,W,EuropeanChampionship,2004,Hungary,Serbia and Montenegro
2004/12/11,Croatia,Russia,22,26,W,EuropeanChampionship,2004,Hungary,Russia
2004/12/11,Slovenia,Serbia and Montenegro,36,26,W,EuropeanChampionship,2004,Hungary,Slovenia
2004/12/12,Russia,Serbia and Montenegro,39,29,W,EuropeanChampionship,2004,Hungary,Russia
2004/12/12,Slovenia,Croatia,29,30,W,EuropeanChampionship,2004,Hungary,Croatia
2004/12/09,Romania,Sweden,32,25,W,EuropeanChampionship,2004,Hungary,Romania
2004/12/09,Denmark,Germany,27,24,W,EuropeanChampionship,2004,Hungary,Denmark
2004/12/10,Germany,Romania,26,24,W,EuropeanChampionship,2004,Hungary,Germany
2004/12/10,Sweden,Denmark,21,24,W,EuropeanChampionship,2004,Hungary,Denmark
2004/12/12,Denmark,Romania,24,25,W,EuropeanChampionship,2004,Hungary,Romania
2004/12/12,Germany,Sweden,25,22,W,EuropeanChampionship,2004,Hungary,Germany
2004/12/09,Hungary,Belarus,32,22,W,EuropeanChampionship,2004,Hungary,Hungary
2004/12/09,France,Austria,29,36,W,EuropeanChampionship,2004,Hungary,Austria
2004/12/10,Austria,Hungary,29,34,W,EuropeanChampionship,2004,Hungary,Hungary
2004/12/10,Belarus,France,27,29,W,EuropeanChampionship,2004,Hungary,France
2004/12/12,France,Hungary,23,32,W,EuropeanChampionship,2004,Hungary,Hungary
2004/12/12,Austria,Belarus,26,21,W,EuropeanChampionship,2004,Hungary,Austria
2004/12/14,Spain,Serbia and Montenegro,32,29,W,EuropeanChampionship,2004,Hungary,Spain
2004/12/14,Ukraine,Slovenia,24,22,W,EuropeanChampionship,2004,Hungary,Ukraine
2004/12/14,Norway,Russia,25,24,W,EuropeanChampionship,2004,Hungary,Norway
2004/12/15,Ukraine,Russia,24,28,W,EuropeanChampionship,2004,Hungary,Russia
2004/12/15,Spain,Slovenia,30,28,W,EuropeanChampionship,2004,Hungary,Spain
2004/12/15,Norway,Serbia and Montenegro,39,24,W,EuropeanChampionship,2004,Hungary,Norway
2004/12/16,Spain,Russia,24,27,W,EuropeanChampionship,2004,Hungary,Russia
2004/12/16,Ukraine,Serbia and Montenegro,24,23,W,EuropeanChampionship,2004,Hungary,Ukraine
2004/12/16,Norway,Slovenia,41,18,W,EuropeanChampionship,2004,Hungary,Norway
2004/12/14,Romania,France,31,25,W,EuropeanChampionship,2004,Hungary,Romania
2004/12/14,Germany,Hungary,25,26,W,EuropeanChampionship,2004,Hungary,Hungary
2004/12/14,Denmark,Austria,25,22,W,EuropeanChampionship,2004,Hungary,Denmark
2004/12/15,Germany,Austria,29,23,W,EuropeanChampionship,2004,Hungary,Germany
2004/12/15,Romania,Hungary,25,31,W,EuropeanChampionship,2004,Hungary,Hungary
2004/12/15,Denmark,France,22,20,W,EuropeanChampionship,2004,Hungary,Denmark
2004/12/16,Germany,France,29,27,W,EuropeanChampionship,2004,Hungary,Germany
2004/12/16,Denmark,Hungary,24,23,W,EuropeanChampionship,2004,Hungary,Denmark
2004/12/16,Romania,Austria,32,28,W,EuropeanChampionship,2004,Hungary,Romania
2004/12/18,Norway,Hungary,44,29,W,EuropeanChampionship,2004,Hungary,Norway
2004/12/18,Russia,Denmark,27,31,W,EuropeanChampionship,2004,Hungary,Denmark
