text,label,clean_text,token_length
"Faster AMD Athlon 64 #39;s On The Way. Chips such as the Athlon 64 FX and Intel #39;s Pentium 4 Extreme Edition populate the very top of the desktop market, appearing mainly in game machines fitted with the latest graphics cards and high-performance storage systems to render games with the",Sci_Tech,fast amd athlon s way chip athlon fx intel s pentium extreme edition populate desktop market appear mainly game machine fit late graphic card highperformance storage system render game,29
Canada wins fight with US on wheat. The World Trade Organization's top court handed Canadian wheat farmers another victory yesterday in their fight against US charges they are unfair traders.,Business,canada win fight wheat world trade organization court hand canadian wheat farmer victory yesterday fight charge unfair trader,18
"With budget set, NASA plans next move. Flush with a newly approved $16.2 billion budget, NASA will be able to flesh out a way to save the Hubble Space Telescope, choose a new spacecraft and develop new ways to get back to the moon, Administrator Sean O #39;Keefe said Tuesday.",Sci_Tech,budget set nasa plan flush newly approve billion budget nasa able flesh way save hubble space telescope choose new spacecraft develop new way moon administrator sean o keefe say tuesday,30
"Setting sights on Delgado. Fresh off the Pedro Martinez signing, the Mets didn #39;t waste much time before moving on to their next order of business. A baseball official with knowledge of the team #39;s plans",Sports,set sight delgado fresh pedro martinez sign met didn t waste time move order business baseball official knowledge team s plan,21
"Nigerian Oil Delta Rebels Say 'War' to Start Oct 1. LAGOS (Reuters) - The Nigerian rebel group fighting government troops in the oil-rich Niger delta said on Monday it will launch ""all-out war on the Nigerian state"" from Oct. 1 and advised all oil companies to shut production by then.",World,nigerian oil delta rebel war start oct lago reuter nigerian rebel group fight government troop oilrich niger delta say monday launch allout war nigerian state oct advise oil company shut production,31
"Nokia profit falls 20 percent on price cuts. Nokia Corp. reported a 20 percent decline in net profit for the third quarter on Thursday, due largely to cuts it made in the prices for its mobile phones. The Finnish handset manufacturer predicted that earnings would fall again in the fourth quarter.",Sci_Tech,nokia profit fall percent price cut nokia corp report percent decline net profit quarter thursday largely cut price mobile phone finnish handset manufacturer predict earning fall fourth quarter,28
"Cavaliers 92, Nuggets 73. The LeBron-Carmelo matchup wasn #39;t much of a contest, and neither was the one between the Cavaliers and Nuggets. LeBron James had 17 points, eight rebounds and nine assists Thursday night to help Cleveland",Sports,cavalier nugget lebroncarmelo matchup wasn t contest cavalier nugget lebron james point rebound assist thursday night help cleveland,18
"Limited Brands Quarterly Earnings Fall (AP). AP - Fashion retailer Limited Brands Inc.'s third-quarter earnings fell 40 percent because of fewer one-time gains, the company reported Thursday.",Business,limited brand quarterly earning fall ap ap fashion retailer limited brand inc thirdquarter earning fall percent few onetime gain company report thursday,22
"Update 23: Crude Prices Stay Above $50 Per Barrel. Oil lingered above the $50 per barrel threshold in Asian trade Wednesday, breaching the mark for the second straight day ahead of key US crude stockpile data.",Business,update crude price stay barrel oil linger barrel threshold asian trade wednesday breach mark second straight day ahead key crude stockpile datum,22
"Over 60 Iraqi policemen kidnapped after training in Jordan. More than 60 Iraqi policemen were kidnapped by unknown gunmen after the officers finished a training course in Jordan, said Iraqi police.",World,iraqi policeman kidnap training jordan iraqi policeman kidnap unknown gunman officer finish training course jordan say iraqi police,18
"Saboteurs Hit Iraq Internal Oil Pipeline (Reuters). Reuters - Saboteurs blew up an internal oil pipeline on the edge of Baghdad Monday, the latest in a series of attacks on the country's internal and export pipeline network, witnesses said.",World,saboteur hit iraq internal oil pipeline reuter reuters saboteur blow internal oil pipeline edge baghdad monday late series attack countrys internal export pipeline network witness say,26
Megawati unlikely to contest poll loss. Indonesian President Megawati Sukarnoputri is unlikely to contest her defeat in last month #39;s presidential election race at the constitutional court.,World,megawati unlikely contest poll loss indonesian president megawati sukarnoputri unlikely contest defeat month s presidential election race constitutional court,19
"Turkish Captive in Iraq Tells of Fearful Struggle to Hold On. A young Turkish journalist, Zeynep Tugrul, was freed last week by kidnappers in northern Iraq after four days of terror and hope.",World,turkish captive iraq tell fearful struggle hold young turkish journalist zeynep tugrul free week kidnapper northern iraq day terror hope,20
"Palestinian Leaders to Transfer Arafat Powers. RAMALLAH, West Bank (Reuters) - Palestinian leaders prepared on Thursday to transfer President Yasser Arafat's powers to three key figures who will take on the most important roles he held, officials said.",World,palestinian leader transfer arafat power ramallah west bank reuters palestinian leader prepare thursday transfer president yasser arafat power key figure important role hold official say,25
Stocks Shift Lower on Merck's Vioxx Woes. NEW YORK - Investors sent stocks mostly lower Thursday after Merck Co. said it would be forced to remove its best-selling Vioxx arthritis drug from the market due to serious health risks...,World,stock shift lower merck vioxx woe new york investor send stock lower thursday merck co say force remove bestselle vioxx arthritis drug market health risk,25
"Jobless Claims Dip, Match Forecasts. WASHINGTON (Reuters) - The number of Americans filing first-time claims for unemployment benefits dipped to 334,000 last week, the government said on Thursday, matching economists' forecasts.",Business,jobless claim dip match forecast washington reuters number americans file firsttime claim unemployment benefit dip week government say thursday matching economist forecast,22
"Jangled jingle bells. As traditional as fruitcake, and less palatable, are the perennial holiday season snowball fights over displays, music, school programs and other expressions of angst that disrupt what we long to remember as quot;the most wonderful time of the year.",Business,jangle jingle bell traditional fruitcake palatable perennial holiday season snowball fight display music school program expression angst disrupt long remember quotthe wonderful time year,24
"Will IBM sell PC business?. p2pnet.net News - IBMs PC business is up for grabs - and the new owners could be Chinese, says the New York Times. While IBM long ago ceded the lead in the personal computer market to Dell and Hewlett",Business,ibm sell pc business ppnetnet news ibms pc business grab new owner chinese say new york time ibm long ago cede lead personal computer market dell hewlett,27
"Spain lead United State 2-0 in Davis Cup final. Rafael Nadal upset Andy Roddick 6-7 (8-6), 6-2, 7-6 (8-6), 6-2 to give Spain a 2-0 lead over the United States in the Davis Cup final in Seville, Spain, on Friday.",Sports,spain lead united state davis cup final rafael nadal upset andy roddick spain lead united states davis cup final seville spain friday,22
"Enterprise Windows IT Microsoft Contests Eolas Patent Infringement &lt;b&gt;...&lt;/b&gt;. Microsoft is appealing a $565 million judgment awarded to Eolas, a spinoff of the University of California, in a patent infringement case.",Sci_Tech,enterprise window microsoft contest eolas patent infringement ltbgtltbgt microsoft appeal million judgment award eola spinoff university california patent infringement case,20
"Broadband used by 51 percent of online population. For the first time, broadband connections are reaching more than half (51 percent) of the American online population at home, according to measurement taken in July by Nielsen/NetRatings, a Milpitas-based Internet audience measurement and research ...",Sci_Tech,broadband percent online population time broadband connection reach half percent american online population home accord measurement take july nielsennetrating milpitasbased internet audience measurement research,24
"GMail Fighting Spam with Oomph!. GMail Fighting Spam with Oomph! GMail is already the seventh largest (1 month back) email service with roughly a million users. As and when it goes public, signups will increase exponentially. It will probably relegate Yahoo! Mail to the third spot and occupy the second spot by November next year (with ...",Sci_Tech,gmail fight spam oomph gmail fight spam oomph gmail seventh large month email service roughly million user go public signup increase exponentially probably relegate yahoo mail spot occupy second spot november year,32
"Three major music labels tie up with P2P service. Three major music labels have signed up to allow their music to be used by the Peer Impact peer-to-peer (P2P) service, according to a report from the Reuters news agency.",Sci_Tech,major music label tie pp service major music label sign allow music peer impact peertopeer pp service accord report reuters news agency,22
"Financier was grim reaper: Market-timing crime profited after 9/11. On September 13, 2001, most Americans were still reeling from the shock of the terrorist attacks on New York and the Pentagon two days before.",Business,financier grim reaper markettime crime profit september americans reel shock terrorist attack new york pentagon day,16
"MDM Announces Multiplatform #39; #39;Directions on-the-go #39; #39; -- A &lt;b&gt;...&lt;/b&gt;. MOUNTAIN VIEW, Calif. --(Business Wire)-- Oct. 11, 2004 -- Mobile Digital Media (MDM), a world leader in providing high quality consumer software for mobile devices, today announced the next generation of",Sci_Tech,mdm announce multiplatform direction onthego ltbgtltbgt mountain view calif business wire oct mobile digital medium mdm world leader provide high quality consumer software mobile device today announce generation,28
"Dodgers Extend Lead Over Giants. Look for a definition of a big-game pitcher anywhere, and you probably would not find Jeff Weaver #39;s name. Weaver, a Los Angeles right-hander, after all, was 12-12",Sports,dodger extend lead giant look definition biggame pitcher probably find jeff weaver s weaver los angeles righthander,17
"Launch of Israeli Spy Satellite Fails (Reuters). Reuters - A rocket carrying an Israeli spy satellite crashed shortly after liftoff on Monday, officials said.",Sci_Tech,launch israeli spy satellite fail reuters reuter rocket carry israeli spy satellite crash shortly liftoff monday official say,18
"Open Season. College basketball teams around the nation, and several local schools will get the madness started Friday.",Sports,open season college basketball team nation local school madness start friday,11
Textile limits imposed to ease trade concerns. Textile concerns among China #39;s trading partners in the coming integration of global trade have made the nation determined to control its exports.,Business,textile limit impose ease trade concern textile concern china s trading partner come integration global trade nation determine control export,20
"Swiss Voters Reject Citizenship Proposal. GENEVA - Voters in Switzerland - where more than one in five is a foreigner - rejected proposals to liberalize tough rules on citizenship in a national referendum Sunday. In an outcome revealing the deep divide between the country's French- and more conservative German-speaking regions, two government-backed plans failed to win support in a majority of the Alpine country's 26 cantons, or states, official results showed by early afternoon...",World,swiss voter reject citizenship proposal geneva voter switzerland foreigner reject proposal liberalize tough rule citizenship national referendum sunday outcome reveal deep divide countrys french conservative germanspeaking region governmentbacke plan fail win support majority alpine countrys canton state official result show early afternoon,42
Netherlands beats Finland 3-1 in World Cup qualifier after poor &lt;b&gt;...&lt;/b&gt;. Ruud van Nistelrooy scored two goals Wednesday as the Netherlands rebounded from a poor start to beat Finland 3-1 in a World Cup qualifying match.,Sports,netherlands beats finland world cup qualifi poor ltbgtltbgt ruud van nistelrooy score goal wednesday netherlands rebound poor start beat finland world cup qualifying match,24
eBay drops Microsoft's Passport. SAN FRANCISCO - Online auctioneer eBay will stop supporting Microsoft's .Net Passport identification system by the end of January.,Sci_Tech,ebay drop microsofts passport san francisco online auctioneer ebay stop support microsoft net passport identification system end january,18
"NHL-NHLPA talks break down in Toronto. At about 3:20 pm, the NHL Players #39; Association left the building and the negotiations ended. They met for about four hours, apparently breaking for lunch during that time.",Sports,nhlnhlpa talk break toronto pm nhl player association leave building negotiation end meet hour apparently break lunch time,18
"EADS boosted by Airbus orders. European aerospace group EADS reports higher-than-expected profits, boosted by sales in its Airbus plane-making subsidiary.",Business,ead boost airbus order european aerospace group ead report higherthanexpecte profit boost sale airbus planemake subsidiary,16
"Franks Nursery amp; Crafts files for Chapter 11. Franks Nursery Inc., a lawn and garden specialty chain that grew out of a Depression-era produce market in Detroit, filed for bankruptcy Wednesday for a second time and said it would close all 169 of its stores.",Business,franks nursery amp craft file chapter frank nursery inc lawn garden specialty chain grow depressionera produce market detroit file bankruptcy wednesday second time say close store,26
"Stocks Near Flat as Oil Eases Further. NEW YORK (Reuters) - U.S. stocks were little changed on Thursday after a report showed a larger-than-expected rise in weekly jobless claims, but a continued drop in oil prices boosted investor sentiment.",Business,stock near flat oil ease new york reuters stock little change thursday report show largerthanexpected rise weekly jobless claim continue drop oil price boost investor sentiment,26
"Hotmail Upgrade Finally Starts. As the mailbox storage space rivalry continues, Hotmail has now begun upgrading the email account of its users. According to reports the upgrade will be in a phased manner, beginning from the United States and Europe, and later moving on to other regions.",Sci_Tech,hotmail upgrade finally start mailbox storage space rivalry continue hotmail begin upgrade email account user accord report upgrade phase manner begin united states europe later move region,27
India's mobile phone users surpass land line base (FT.com). FT.com - The number of mobile phone subscribers in India last month swept past the country's fixed-line telephone base in a growth trajectory that is second only in speed and magnitude to that of neighbouring China.,Sci_Tech,indias mobile phone user surpass land line base ftcom ftcom number mobile phone subscriber india month sweep past countrys fixedline telephone base growth trajectory second speed magnitude neighbour china,29
"Enough points to go around. MEMPHIS, Tenn. - Eric Shelton scored his fourth touchdown with 37 seconds left, and No. 14 Louisville held off Memphis 56-49 on Thursday night.",Sports,point memphis tenn eric shelton score fourth touchdown second leave louisville hold memphis thursday night,15
"Man held over China school deaths. A man has been arrested in connection with the deaths of eight boys stabbed as they slept in a dormitory, Chinese officials have said.",World,man hold china school death man arrest connection death boy stab sleep dormitory chinese official say,16
Missouri Linebacker Suspended for Game (AP). AP - Missouri starting linebacker David Richard has been suspended from Saturday's Big 12 game against Colorado.,Sports,missouri linebacker suspend game ap ap missouri starting linebacker david richard suspend saturdays big game colorado,16
"PBHG funds founders pay $80M each. Gary Pilgrim, once a poster boy for the hot-growth mutual fund mania and the cult surrounding their managers, and his partner Harold Baxter agreed yesterday to pay $80 million each to settle",Business,pbhg fund founder pay m gary pilgrim poster boy hotgrowth mutual fund mania cult surround manager partner harold baxter agree yesterday pay million settle,24
"Pakistan Mobile Phone Firms Vie for Pent-Up Demand. ISLAMABAD (Reuters) - Tens of thousands of Pakistanis endured hours of stifling heat this week to accept an offer of free mobile phone connections, a sign of the pent-up demand in a country where cell phone usage has remained low.",Sci_Tech,pakistan mobile phone firm vie pentup demand islamabad reuter ten thousand pakistani endure hour stifle heat week accept offer free mobile phone connection sign pentup demand country cell phone usage remain low,32
"Afghans Set for Historic Vote Under Militant Threat. KABUL (Reuters) - Millions of Afghans prepared for a historic poll on Saturday, which will give the mountainous Islamic nation on the ancient Silk Road its first elected president and perhaps end over a quarter century of war.",World,afghans set historic vote militant threat kabul reuters million afghans prepare historic poll saturday mountainous islamic nation ancient silk road elect president end quarter century war,26
Bush Turns to Adviser for Education Secretary. Margaret Spellings has been a close adviser to President Bush since his days as Texas governor.,World,bush turn adviser education secretary margaret spelling close adviser president bush day texas governor,14
"Sprint: Nextel #39;s Savior. NEW YORK - Just two months after the announcement that Cingular Wireless will acquire AT amp;T Wireless, Sprint has announced that it plans to buy Nextel Communications for $35 billion.",Business,sprint nextel s savior new york month announcement cingular wireless acquire ampt wireless sprint announce plan buy nextel communication billion,20
"Huge and Proud of It. New Enterprise Associates is the biggest stand-alone venture capital operation in the world, and industry critics say the company's girth is a handicap.",Business,huge proud new enterprise associate big standalone venture capital operation world industry critic company girth handicap,16
KPMG to Pay $10M to Settle SEC Charges. Accounting giant KMPG LLP will pay $10 million to settle Securities and Exchange Commission charges of improper conduct in the firm #39;s audit of the financial statements of Gemstar-TV Guide International Inc.,Business,kpmg pay m settle sec charge accounting giant kmpg llp pay million settle security exchange commission charge improper conduct firm s audit financial statement gemstartv guide international inc,28
"Jail deaths 'disaster for Kenya'. A Kenyan human rights group says the death of 56 inmates at a prison this year amounts to a ""national disaster"".",World,jail death disaster kenya kenyan human right group say death inmate prison year amount national disaster,16
"Delta Pilots Tell Negotiators to Get Pact. NEW YORK (Reuters) - Delta Air Lines Inc.'s pilots union on Tuesday ordered its negotiators to strike a deal with the carrier to address the possible retirement of a large number of pilots, which could lead to grounded flights and push Delta toward bankruptcy.",Business,delta pilot tell negotiator pact new york reuters delta air line inc pilot union tuesday order negotiator strike deal carrier address possible retirement large number pilot lead ground flight push delta bankruptcy,32
"How to keep oil flowing? Invest. VIENNA: The spike in oil prices is stoking heated arguments between market players, who blame each other for lack of output capacities that has been exposed by strong global demand.",Business,oil flow invest vienna spike oil price stoke heated argument market player blame lack output capacity expose strong global demand,20
"ATI launches X850, X800-XL graphics processors. ATI today added the X850 series of graphics processors as a new high-end version for its desktop product line. The X800-XL takes the X800 family to an entry level price point.",Sci_Tech,ati launch x xxl graphic processor ati today add x series graphic processor new highend version desktop product line xxl take x family entry level price point,27
Microsoft splashes cash on anti-spyware firm. Microsoft said it plans to offer tools based on Giant #39;s technology that will help protect Windows PCs from spyware and other deceptive software.,Sci_Tech,microsoft splash cash antispyware firm microsoft say plan offer tool base giant s technology help protect window pc spyware deceptive software,21
"Some retailers had luxurious weekend. quot;I think the start was very mixed, quot; said Howard Davidowitz, chairman of Davidowitz amp; Associates, a national retail consulting and investment banking firm in New York.",Business,retailer luxurious weekend quoti think start mixed quot say howard davidowitz chairman davidowitz amp associates national retail consulting investment banking firm new york,23
Telecom offers broadband to go. Telecom mobile general manager Kevin Kenrick showed off the Harrier personal digital assistant at the launch of the company #39;s 3G mobile broadband network in Wellington yesterday.,Sci_Tech,telecom offer broadband telecom mobile general manager kevin kenrick show harri personal digital assistant launch company s g mobile broadband network wellington yesterday,23
"Locke plans one last China trade mission, eyes Vietnam market. Gov. Gary Locke is putting on his salesman #39;s hat one last time, heading to China next month and hoping to crack the growing Vietnam market.",World,locke plan china trade mission eye vietnam market gov gary locke put salesman s hat time head china month hop crack grow vietnam market,24
"Division rivals meet for pennant. BOSTON - The fans wanted it. For that matter the entire baseball world wanted it. Now it #39;s here, and nobody is champing at the bit more than the Boston Red Sox.",Sports,division rival meet pennant boston fan want matter entire baseball world want s champ bit boston red sox,18
"Xaverian proves too tough for CM. Showing the kind of toughness that breeds late-season success, Xaverian took a big step toward a Catholic Conference title with a 25-7 win over Catholic Memorial yesterday. With the artificial turf at Catholic Memorial covered in snow, Xaverian turned to its ground game to keep the chains and the clock moving once it claimed the lead.",Sports,xaverian prove tough cm show kind toughness breed lateseason success xaverian take big step catholic conference title win catholic memorial yesterday artificial turf catholic memorial cover snow xaverian turn ground game chain clock moving claim lead,36
"Tommy Lee Plays With College Marching Band. LINCOLN, Neb. - Drummer Tommy Lee has played plenty of stadium shows with his band Motley Crue...",World,tommy lee play college marching band lincoln neb drummer tommy lee play plenty stadium show band motley crue,18
NBA Wrap: Lakers Rally to Beat Rockets (Reuters). Reuters - Lamar Odom supplemented 20 points with 13 rebounds and Kobe Bryant added 19 points to overcome a big night from Yao Ming as the Los Angeles Lakers ground out an 84-79 win over the Rockets in Houston Saturday.,Sports,nba wrap laker rally beat rocket reuters reuters lamar odom supplement point rebound kobe bryant add point overcome big night yao ming los angeles laker grind win rocket houston saturday,30
"Rescue mission for The Rocket. Not that the Astros were tight heading home down 0-2 to the Cardinals, but knowing Roger Clemens would be taking the mound for Saturday #39;s Game 3 of the National League Championship Series had to be a comforting thought.",Sports,rescue mission rocket astro tight head home cardinal know roger clemen take mound saturday s game national league championship series comfort thought,22
"Iraqi Leaders Meet in Peace Effort. BAGHDAD, Iraq - The U.S. military and Iraqi Shiite and tribal leaders held talks Sunday aimed a reducing tensions in the Baghdad's Sadr City slum, where 10 people died in fighting a day earlier between Shiite militiamen and U.S...",World,iraqi leader meet peace effort baghdad iraq military iraqi shiite tribal leader hold talk sunday aim reduce tension baghdad sadr city slum people die fight day early shiite militiaman,29
"Empty stadium won #39;t affect Real, says Samuel. Walter Samuel says Real Madrid will not be affected by playing their decisive Champions League match against AS Roma behind closed doors at Rome #39;s Olympic Stadium on Wednesday.",Sports,stadium won t affect real say samuel walter samuel say real madrid affect play decisive champion league match roma close door rome s olympic stadium wednesday,26
AOL Paddles Into Crowded Travel Pool. America Online dipped its toe into the onrushing online travel business Friday with an investment in closely held Kayak. AOL didn #39;t disclose details of the multiyear marketing-and-technology agreement.,Business,aol paddle crowd travel pool america online dip toe onrushing online travel business friday investment closely hold kayak aol didn t disclose detail multiyear marketingandtechnology agreement,26
"Swiss Blocks Accounts in Oil Co. Probe (AP). AP - Swiss justice authorities have blocked bank accounts containing #36;100 million in an investigation of an alleged bribery scandal tied to a subsidiary of Halliburton Co., the oil services company formerly headed by U.S. Vice President Dick Cheney.",World,swiss block account oil co probe ap ap swiss justice authority block bank account contain million investigation allege bribery scandal tie subsidiary halliburton co oil service company head vice president dick cheney,32
"Freescale Discloses High-Performance Dual Core Processor &lt;b&gt;...&lt;/b&gt;. Freescale Semiconductor, Inc. (NYSE:FSL) today is providing architectural details of its most powerful processor to date: the MPC8641D Dual Core processor.",Sci_Tech,freescale disclose highperformance dual core processor ltbgtltbgt freescale semiconductor inc nysefsl today provide architectural detail powerful processor date mpcd dual core processor,22
Death demand for self-confessed plotter. SOUTH African alleged mercenary leader Nick du Toit admitted yesterday that he had recruited personnel and taken charge of logistics for a coup attempt in Equatorial Guinea.,World,death demand selfconfesse plotter south african allege mercenary leader nick du toit admit yesterday recruit personnel take charge logistic coup attempt equatorial guinea,23
"Microsoft math: dual core licensed as one chip. com October 18, 2004, 9:50 PM PT. This fourth priority #39;s main focus has been enterprise directories as organizations spawn projects around identity infrastructure.",Sci_Tech,microsoft math dual core license chip com october pm pt fourth priority s main focus enterprise directory organization spawn project identity infrastructure,22
US Women's NBA stars solve Aussie test to win third gold in a row (AFP). AFP - Veterans Lisa Leslie and Dawn Staley refused to let the United States Olympic women's basketball dynasty suffer the same ignoble fate as that of the American men.,Sports,womens nba star solve aussie test win gold row afp afp veteran lisa leslie dawn staley refuse let united states olympic womens basketball dynasty suffer ignoble fate american man,29
"Barnes Upset About Helping Bush Avoid War (AP). AP - Former Texas House Speaker Ben Barnes' recollections over how he helped President Bush get into the Texas Air National Guard during the Vietnam War have evolved over the years from fuzzy to distinct, with him now expressing remorse for what he did.",World,barne upset help bush avoid war ap ap texas house speaker ben barnes recollection help president bush texas air national guard vietnam war evolve year fuzzy distinct express remorse,29
San Francisco aims to bridge digital divide. SAN FRANCISCO Bridging the digital divide that separates the technology literate from people who don #39;t have access to computers is high on San Francisco Mayor Gavin Newsom #39;s list of priorities.,Sci_Tech,san francisco aim bridge digital divide san francisco bridge digital divide separate technology literate people don t access computer high san francisco mayor gavin newsom s list priority,28
"House Approves Bill Imposing 'Spyware' Fines. By TED BRIDIS WASHINGTON (AP) -- Companies and others that secretly install ""spyware"" programs on people's computers to quietly monitor their Internet activities would face hefty federal fines under a bill the House passed Tuesday. The most egregious behaviors ascribed to the category of such software - secretly recording a person's computer keystrokes or mouse clicks - are already illegal under U.S...",Sci_Tech,house approve bill impose spyware fine ted bridis washington ap company secretly install spyware program people computer quietly monitor internet activity face hefty federal fine bill house pass tuesday egregious behavior ascribe category software secretly record person computer keystroke mouse click illegal,42
"Birmingham to sell Gronkjaer to Atletico Madrid. Birmingham City have agreed to sell Denmark winger Jesper Gronkjaer to Spanish side Atletico Madrid, the Premier League club says.",Sports,birmingham sell gronkjaer atletico madrid birmingham city agree sell denmark winger jesper gronkjaer spanish atletico madrid premier league club say,20
"Ichiro as exciting as they come. This record is for all the little guys, for all the players who have to leg out every hit instead of taking a relaxing trot around the bases, for all the batters whose muscles aren #39;t",Sports,ichiro exciting come record little guy player leg hit instead take relaxing trot basis batter muscle aren t,18
"Bedrock in Mars' Gusev Crater Hints at Watery Past. Now that NASA's Mars Exploration Rover Spirit is finally examining bedrock in the ""Columbia Hills,"" it is finding evidence that water thoroughly altered some rocks in Mars' Gusev Crater.",Sci_Tech,bedrock mar gusev crater hint watery past nasas mar exploration rover spirit finally examine bedrock columbia hill find evidence water thoroughly alter rock mars gusev crater,26
OECD Report Boosts Turkey's EU Case (AP). AP - Turkish Prime Minister Recep Tayyip Erdogan made the most of an upbeat economic report on his country to press its case for membership in the European Union.,World,oecd report boost turkeys eu case ap ap turkish prime minister recep tayyip erdogan upbeat economic report country press case membership european union,23
"US: Heating Bills Not as High as Feared (Reuters). Reuters - U.S. consumers still face sharply higher home heating bills this winter, but prices will be somewhat lower than earlier feared due to milder weather and easing prices, the government said on Tuesday.",Business,heating bill high fear reuter reuters consumer face sharply high home heating bill winter price somewhat low early fear milder weather easing price government say tuesday,26
"Blast at Indonesian Embassy in Paris. A bomb went off outside the Indonesian embassy in Paris early Friday, injuring nine people. The blast came on the heels of a deadly bombing at an Egyptian resort hotel.",World,blast indonesian embassy paris bomb go outside indonesian embassy paris early friday injure people blast come heel deadly bombing egyptian resort hotel,22
"eBay Buys 25 of CraigList. eBay Buys 25 of craiglist eBay Inc. today purchased a 25 percent pre-existing minority stake in San Francisco-based craigslist, a popular online network of classified ads and forums. The 25 stake was purchased from a former craigslist employee who first contacted eBay with the proposed sale, according to craigslist officials. With dedicated ...",Sci_Tech,ebay buy craiglist ebay buy craiglist ebay inc today purchase percent preexist minority stake san franciscobased craigslist popular online network classified ad forum stake purchase craigslist employee contact ebay propose sale accord craigslist official dedicated,35
"Argentina Rebuffs IMF Managing Director (Reuters). Reuters - In a tense meeting marred by violent street protests, Argentine President Nestor Kirchner on Tuesday told the head of the IMF to ""not even dream"" of Argentina setting aside more money to pay its defaulted debt.",Business,argentina rebuffs imf managing director reuter reuter tense meeting mar violent street protest argentine president nestor kirchner tuesday tell head imf dream argentina set aside money pay defaulted debt,29
"Magazine offers reward for return of paintings. OSLO -- The weekly magazine Se og Hoer offered a $14,800 reward yesterday for information leading to the return of two priceless Edvard Munch masterpieces stolen from an Oslo museum over the weekend. The city-owned Munch Museum reopened yesterday, two days after three masked robbers, including at least one with a pistol, snatched ''The Scream quot; and ''Madonna quot; and fled in ...",World,magazine offer reward return painting oslo weekly magazine se og hoer offer reward yesterday information lead return priceless edvard munch masterpiece steal oslo museum weekend cityowned munch museum reopen yesterday day mask robber include pistol snatch scream quot madonna quot flee,41
"US #39;defector #39; to turn himself in. Charles Robert Jenkins, a one-time US Army sergeant accused of defecting to North Korea 39 years ago, has saidy he will soon surrender to military authorities to quot;face the charges that have been filed against me.",World,defector turn charles robert jenkins onetime army sergeant accuse defect north korea year ago saidy soon surrender military authority quotface charge file,22
"Stocks Seen Steady Ahead of Oil, GDP Data. NEW YORK (Reuters) - U.S. stocks looked to open little changed on Wednesday, a day after staging a late rally on heavy machinery maker Caterpillar Inc.'s &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CAT.N target=/stocks/quickinfo/fullquote""&gt;CAT.N&lt;/A&gt; raised sales forecast, but high oil prices will remain on investors' minds ahead of U.S. crude inventories data.",Business,stock see steady ahead oil gdp data new york reuters stock look open little change wednesday day stag late rally heavy machinery maker caterpillar incs lta href targetstocksquickinfofullquotegtcatnltagt raise sale forecast high oil price remain investor mind ahead crude inventory data,41
British man loses driver's license for drunk driving on a lawn mower (AFP). AFP - A 50-year-old British man arrested while driving his lawnmower in a state of intoxication had his automobile license revoked for one year by a British court.,World,british man lose driver license drunk driving lawn mower afp afp yearold british man arrest drive lawnmower state intoxication automobile license revoke year british court,25
"Shearer Eying Silverware. Newcastle hat-trick hero Alan Shearer tonight stressed his determination to bring a trophy to St James Park. The former England striker netted three times in Newcastles 5-1 defeat of Bnei Sakhnin tonight, sealing a 7-1 aggregate success.",Sports,shearer eying silverware newcastle hattrick hero alan shearer tonight stress determination bring trophy st james park england striker net time newcastle defeat bnei sakhnin tonight seal aggregate success,28
"Chip sales hit 10.1bn. GLOBAL semiconductor sales rose to 10.1 billion in August from the previous month and it appears chip inventories are declining, industry trade group the Semiconductor Industry Association said.",Business,chip sale hit bn global semiconductor sale rise billion august previous month appear chip inventory decline industry trade group semiconductor industry association say,23
"Reaching Beyond Google's Basics. Amazon.com is trying to out-Google the king of Internet search with a new site, A9.com, that puts a fancy face on Google's plain-Jane search results. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-Leslie Walker&lt;/b&gt;&lt;/font&gt;",Sci_Tech,reach google basic amazoncom try outgoogle king internet search new site acom put fancy face google plainjane search result ltfont faceverdanams sans serifarialhelvetica size colorgtltbgtleslie walkerltbgtltfontgt,26
"Judge's decision means uncertain future for PeopleSoft. One year ago at PeopleSoft Inc.'s Connect user conference, Chief Executive Officer Craig Conway took the stage to assure several thousand PeopleSoft customers that Oracle Corp.'s then three-month-old bid for control of PeopleSoft had failed. When he stands before the crowd at this year's Connect gathering later this month, he'll have a harder time making the case that Oracle's lingering campaign isn't harming PeopleSoft.",Sci_Tech,judge decision mean uncertain future peoplesoft year ago peoplesoft inc connect user conference chief executive officer craig conway take stage assure thousand peoplesoft customer oracle corps threemonthold bid control peoplesoft fail stand crowd year connect gathering later month hell hard time make case oracle linger campaign not harm peoplesoft,49
"Sachin saviour. After two months of treatment, headlines, anxiety and frenzied speculation, Sachin Tendulkar was cleared finally to return to Test cricket yesterday.",Sports,sachin saviour month treatment headline anxiety frenzied speculation sachin tendulkar clear finally return test cricket yesterday,16
Ford dumps Oracle. CAR FIRM Ford has given up trying to integrate Oracle #39;s Everest system into its networks as a bad job.,Sci_Tech,ford dump oracle car firm ford give try integrate oracle s ever system network bad job,16
